id,condition,time,Delta,Theta,Alpha,Beta,Gamma,Sum
7,free_recall,171,190179.0,20793.0,10374.0,10991.0,4628.0,21
7,free_recall,172,77074.0,6836.0,17608.0,12757.0,10989.0,21
7,free_recall,173,2922.0,22291.0,5511.0,23014.0,7091.0,21
7,free_recall,174,7285.0,8955.0,28884.0,9554.0,11529.0,21
7,free_recall,175,3669.0,13839.0,17764.0,18393.0,12238.0,21
7,free_recall,176,285800.0,6801.0,26051.0,12261.0,7439.0,21
7,free_recall,177,8723.0,13771.0,13034.0,10291.0,5094.0,21
7,free_recall,178,2278.0,32512.0,8354.0,22064.0,6667.0,21
7,free_recall,179,5907.0,16093.0,24720.0,27948.0,8497.0,21
7,free_recall,180,17047.0,6120.0,50974.0,12985.0,11469.0,21
7,free_recall,181,14902.0,46435.0,12124.0,18277.0,6449.0,21
7,free_recall,182,39168.0,27766.0,17719.0,17855.0,7884.0,21
7,free_recall,183,9337.0,10238.0,45052.0,16188.0,8823.0,21
7,free_recall,184,2339.0,93775.0,8473.0,23165.0,9636.0,21
7,free_recall,185,17632.0,34506.0,35416.0,18736.0,6483.0,21
7,free_recall,186,9248.0,14247.0,15019.0,21913.0,5888.0,21
7,free_recall,187,34785.0,10995.0,10748.0,17347.0,5719.0,21
7,free_recall,188,27433.0,11242.0,32630.0,25645.0,10971.0,21
7,free_recall,189,29374.0,33309.0,26119.0,29485.0,6464.0,21
7,free_recall,190,10503.0,31284.0,32955.0,32241.0,8886.0,21
7,free_recall,191,18385.0,18168.0,32731.0,15760.0,10000.0,21
7,free_recall,192,114779.0,62561.0,24780.0,18885.0,12191.0,21
7,free_recall,193,24706.0,29339.0,17738.0,19203.0,7247.0,21
7,free_recall,194,10894.0,28079.0,27741.0,31881.0,5066.0,21
7,free_recall,195,15744.0,4268.0,12467.0,29247.0,9573.0,21
7,free_recall,196,265070.0,45057.0,11678.0,33808.0,8043.0,21
7,free_recall,197,5976.0,14762.0,9308.0,14849.0,8034.0,21
7,free_recall,198,7371.0,20786.0,12491.0,31824.0,4680.0,21
7,free_recall,199,19538.0,9563.0,8375.0,24960.0,11199.0,21
7,free_recall,200,2644.0,13404.0,18366.0,19501.0,9086.0,21
7,free_recall,201,24405.0,30126.0,18733.0,22149.0,9992.0,21
7,free_recall,202,429832.0,69515.0,33469.0,32392.0,12595.0,21
7,free_recall,203,9126.0,27767.0,30665.0,17771.0,10028.0,21
7,free_recall,204,9071.0,39110.0,30294.0,19364.0,4700.0,21
7,free_recall,205,4793.0,14616.0,14771.0,15958.0,10450.0,21
7,free_recall,206,8306.0,30140.0,13869.0,15693.0,4690.0,21
7,free_recall,207,9218.0,44031.0,12291.0,24962.0,8716.0,21
7,free_recall,208,5181.0,25425.0,41605.0,29523.0,7197.0,21
7,free_recall,209,16704.0,25100.0,14091.0,18229.0,7313.0,21
7,free_recall,210,46316.0,29362.0,9559.0,30794.0,10360.0,21
7,free_recall,211,13131.0,7204.0,18946.0,20372.0,15764.0,21
7,free_recall,212,44995.0,17064.0,9522.0,8894.0,2839.0,21
7,free_recall,213,3013593.0,79913.0,72849.0,26788.0,23632.0,21
7,free_recall,214,307276.0,186027.0,83020.0,23915.0,36534.0,21
7,free_recall,215,713619.0,54907.0,165014.0,33782.0,24020.0,21
7,free_recall,216,631487.0,168444.0,133113.0,27208.0,15918.0,21
7,free_recall,217,11214.0,37992.0,58578.0,28860.0,15548.0,21
7,free_recall,218,223343.0,63804.0,38845.0,20654.0,18852.0,21
7,free_recall,219,461084.0,58199.0,174277.0,23563.0,19731.0,21
7,free_recall,220,108083.0,60999.0,163652.0,39385.0,9181.0,21
7,free_recall,221,41741.0,31790.0,57430.0,26533.0,8302.0,21
7,free_recall,222,68626.0,95487.0,13958.0,41183.0,16552.0,21
7,free_recall,223,558019.0,50296.0,21403.0,17879.0,2715.0,21
7,free_recall,224,6106.0,31523.0,29615.0,15131.0,13785.0,21
7,free_recall,225,41967.0,36516.0,29136.0,10891.0,13128.0,21
7,free_recall,226,208485.0,22317.0,15889.0,43968.0,17195.0,21
7,free_recall,227,57541.0,38439.0,26961.0,30699.0,8400.0,21
7,free_recall,228,342658.0,91881.0,6651.0,9175.0,2976.0,21
7,free_recall,229,4676.0,12508.0,19389.0,24107.0,11553.0,21
7,free_recall,230,137847.0,96200.0,25851.0,13006.0,4297.0,21
7,free_recall,231,48205.0,76653.0,36922.0,35866.0,8836.0,21
7,free_recall,232,11631.0,8651.0,13457.0,39299.0,5446.0,21
7,free_recall,233,5035.0,11295.0,51543.0,24915.0,8035.0,21
7,free_recall,234,177799.0,13157.0,6227.0,21080.0,8363.0,21
7,free_recall,235,239858.0,107237.0,53154.0,29474.0,17413.0,21
7,free_recall,236,2721.0,19384.0,6603.0,14116.0,6727.0,21
7,free_recall,237,54607.0,52076.0,12905.0,21203.0,6496.0,21
7,free_recall,238,18943.0,72277.0,10879.0,14048.0,7580.0,21
7,free_recall,239,125116.0,21069.0,13669.0,7925.0,14473.0,21
7,free_recall,240,4990.0,40100.0,14641.0,29950.0,34871.0,21
7,mindfulness,1,2714508.0,118402.0,141412.0,205897.0,47107.0,25
7,mindfulness,2,2735698.0,428651.0,74720.0,129086.0,9362.0,25
7,mindfulness,3,532322.0,33663.0,15726.0,5817.0,7214.0,25
7,mindfulness,4,633170.0,138116.0,46631.0,33311.0,14028.0,25
7,mindfulness,5,643151.0,240838.0,95042.0,32074.0,14683.0,25
7,mindfulness,6,873133.0,301821.0,190737.0,67316.0,22634.0,25
7,mindfulness,7,1536039.0,96196.0,26209.0,37808.0,49591.0,25
7,mindfulness,8,322374.0,65045.0,11549.0,5460.0,3856.0,25
7,mindfulness,9,659943.0,131850.0,37620.0,16043.0,6928.0,25
7,mindfulness,10,197542.0,115424.0,89806.0,15493.0,12010.0,25
7,mindfulness,11,827878.0,53285.0,14576.0,9594.0,3578.0,25
7,mindfulness,12,37908.0,28387.0,74418.0,31255.0,11861.0,25
7,mindfulness,13,44368.0,78663.0,35704.0,8934.0,3881.0,25
7,mindfulness,14,919278.0,292276.0,108936.0,57939.0,12738.0,25
7,mindfulness,15,622395.0,88015.0,51384.0,50784.0,15739.0,25
7,mindfulness,16,355631.0,220179.0,61072.0,38705.0,11804.0,25
7,mindfulness,17,229285.0,8388.0,11488.0,8947.0,2476.0,25
7,mindfulness,18,468343.0,47324.0,111123.0,20141.0,13417.0,25
7,mindfulness,19,240533.0,29543.0,263419.0,21837.0,10859.0,25
7,mindfulness,20,511666.0,292326.0,46916.0,45295.0,32503.0,25
7,mindfulness,21,203256.0,165506.0,21243.0,16074.0,15207.0,25
7,mindfulness,22,810861.0,311168.0,44778.0,32758.0,9269.0,25
7,mindfulness,23,56847.0,23030.0,151254.0,16672.0,7177.0,25
7,mindfulness,24,56279.0,146582.0,94013.0,76393.0,4917.0,25
7,mindfulness,25,457670.0,173507.0,60055.0,25166.0,4767.0,25
7,mindfulness,26,873074.0,125429.0,53950.0,38252.0,6616.0,25
7,mindfulness,27,67653.0,25369.0,168096.0,25908.0,4204.0,25
7,mindfulness,28,551799.0,232169.0,358321.0,36537.0,4249.0,25
7,mindfulness,29,457537.0,126332.0,167789.0,35240.0,13260.0,25
7,mindfulness,30,56573.0,28582.0,19949.0,9041.0,5630.0,25
7,mindfulness,31,328399.0,239399.0,64629.0,30858.0,7286.0,25
7,mindfulness,32,100733.0,81867.0,190228.0,20464.0,4160.0,25
7,mindfulness,33,1633891.0,160738.0,74118.0,47046.0,10055.0,25
7,mindfulness,34,908030.0,100528.0,60474.0,34783.0,13700.0,25
7,mindfulness,35,1705100.0,428639.0,215948.0,120048.0,150705.0,25
7,mindfulness,36,2051751.0,1627159.0,536846.0,421925.0,212415.0,25
7,mindfulness,37,793921.0,511550.0,435869.0,378345.0,326558.0,25
7,mindfulness,38,1663752.0,1733388.0,207444.0,147281.0,143131.0,25
7,mindfulness,39,845805.0,179105.0,426446.0,103965.0,75382.0,25
7,mindfulness,40,831022.0,59345.0,102351.0,17981.0,18933.0,25
7,mindfulness,41,420479.0,21344.0,213845.0,16134.0,9040.0,25
7,mindfulness,42,118161.0,10185.0,21117.0,5045.0,2366.0,25
7,mindfulness,43,328843.0,260388.0,119544.0,37840.0,48121.0,25
7,mindfulness,44,510415.0,239458.0,62391.0,13798.0,14994.0,25
7,mindfulness,45,248619.0,132193.0,40127.0,23088.0,24121.0,25
7,mindfulness,46,52346.0,45558.0,104504.0,9360.0,7905.0,25
7,mindfulness,47,169378.0,44185.0,97027.0,22918.0,6167.0,25
7,mindfulness,48,26244.0,34366.0,196351.0,16507.0,3889.0,25
7,mindfulness,49,9024.0,24017.0,163945.0,11312.0,3531.0,25
7,mindfulness,50,23143.0,20351.0,55788.0,12493.0,11239.0,25
7,mindfulness,51,3397.0,14484.0,146574.0,24198.0,7805.0,25
7,mindfulness,52,39000.0,21169.0,164946.0,20594.0,9659.0,25
7,mindfulness,53,95669.0,43337.0,180339.0,26057.0,8952.0,25
7,mindfulness,54,11882.0,22794.0,196758.0,29743.0,4607.0,25
7,mindfulness,55,13850.0,58264.0,116756.0,34079.0,7561.0,25
7,mindfulness,56,60778.0,34252.0,109772.0,25606.0,3177.0,25
7,mindfulness,57,7126.0,13424.0,205728.0,53985.0,7861.0,25
7,mindfulness,58,7858.0,34652.0,94001.0,37672.0,6587.0,25
7,mindfulness,59,1537709.0,52248.0,316302.0,23349.0,8819.0,25
7,mindfulness,60,85918.0,17931.0,32728.0,2290.0,1678.0,25
7,mindfulness,61,21466.0,18991.0,103659.0,18388.0,6175.0,25
7,mindfulness,62,13152.0,23453.0,57336.0,10867.0,4391.0,25
7,mindfulness,63,48746.0,58573.0,152598.0,13528.0,10308.0,25
7,mindfulness,64,13292.0,81017.0,157876.0,18016.0,7573.0,25
7,mindfulness,65,6935.0,33616.0,6454.0,14910.0,6980.0,25
7,mindfulness,66,12885.0,26625.0,35905.0,14878.0,5341.0,25
7,mindfulness,67,35228.0,16476.0,89134.0,15886.0,6867.0,25
7,mindfulness,68,761626.0,13534.0,78210.0,15527.0,6453.0,25
7,mindfulness,69,820383.0,139836.0,219472.0,18231.0,5320.0,25
7,mindfulness,70,20263.0,15904.0,68555.0,13812.0,7078.0,25
7,mindfulness,71,7621.0,32477.0,13744.0,11888.0,5720.0,25
7,mindfulness,72,6473.0,14094.0,7794.0,10942.0,7821.0,25
7,mindfulness,73,5145.0,23218.0,9815.0,10265.0,5721.0,25
7,mindfulness,74,2122.0,11181.0,24638.0,13530.0,5324.0,25
7,mindfulness,75,9863.0,57058.0,83582.0,16537.0,5549.0,25
7,mindfulness,76,12074.0,62753.0,41413.0,26447.0,5338.0,25
7,mindfulness,77,2147.0,11984.0,12774.0,9546.0,7554.0,25
7,mindfulness,78,45111.0,5591.0,59908.0,7723.0,7751.0,25
7,mindfulness,79,15258.0,53119.0,64174.0,16859.0,2965.0,25
7,mindfulness,80,89675.0,115870.0,182949.0,14225.0,4638.0,25
7,mindfulness,81,341473.0,39966.0,121243.0,17444.0,7316.0,25
7,mindfulness,82,1350996.0,57231.0,201819.0,14477.0,5648.0,25
7,mindfulness,83,11800.0,17514.0,14719.0,9931.0,6098.0,25
7,mindfulness,84,44828.0,2756.0,14144.0,12763.0,3470.0,25
7,mindfulness,85,797593.0,93311.0,77769.0,48541.0,2918.0,25
7,mindfulness,86,48811.0,28945.0,252480.0,7400.0,4913.0,25
7,mindfulness,87,3214.0,56017.0,209368.0,12020.0,4455.0,25
7,mindfulness,88,196557.0,45929.0,42506.0,15849.0,6222.0,25
7,mindfulness,89,8664.0,11003.0,24528.0,9274.0,3393.0,25
7,mindfulness,90,58067.0,34410.0,36040.0,16816.0,5108.0,25
7,mindfulness,91,10230.0,8182.0,52820.0,10192.0,2712.0,25
7,mindfulness,92,13982.0,15235.0,33044.0,5017.0,5597.0,25
7,mindfulness,93,248346.0,148062.0,30415.0,10161.0,6605.0,25
7,mindfulness,94,37804.0,22378.0,124050.0,17041.0,4278.0,25
7,mindfulness,95,591370.0,163138.0,92265.0,18427.0,6772.0,25
7,mindfulness,96,11118.0,14852.0,32363.0,5684.0,7186.0,25
7,mindfulness,97,322914.0,67158.0,109851.0,10651.0,5629.0,25
7,mindfulness,98,386072.0,96039.0,85514.0,10928.0,4951.0,25
7,mindfulness,99,11733.0,8856.0,80545.0,22411.0,5868.0,25
7,mindfulness,100,132028.0,122235.0,461624.0,8091.0,3820.0,25
7,mindfulness,101,654987.0,175074.0,252477.0,8242.0,5596.0,25
7,mindfulness,102,24252.0,59866.0,242743.0,24784.0,9507.0,25
7,mindfulness,103,123429.0,92475.0,197711.0,12412.0,8002.0,25
7,mindfulness,104,20880.0,56832.0,115885.0,13976.0,5079.0,25
7,mindfulness,105,44042.0,49405.0,93842.0,23205.0,3644.0,25
7,mindfulness,106,25268.0,35522.0,76471.0,8759.0,6402.0,25
7,mindfulness,107,11060.0,12059.0,189174.0,22151.0,4925.0,25
7,mindfulness,108,26933.0,18220.0,175708.0,11113.0,4379.0,25
7,mindfulness,109,438996.0,29819.0,140009.0,10367.0,6714.0,25
7,mindfulness,110,15246.0,30109.0,149872.0,14547.0,8957.0,25
7,mindfulness,111,11843.0,29370.0,82954.0,7425.0,3422.0,25
7,mindfulness,112,32705.0,15176.0,43712.0,23622.0,6700.0,25
7,mindfulness,113,10858.0,36626.0,151979.0,10215.0,6824.0,25
7,mindfulness,114,17562.0,20333.0,86731.0,16518.0,4147.0,25
7,mindfulness,115,10245.0,22708.0,121642.0,8236.0,3579.0,25
7,mindfulness,116,39364.0,88083.0,146771.0,18900.0,3852.0,25
7,mindfulness,117,11434.0,52699.0,53248.0,11632.0,6045.0,25
7,mindfulness,118,21055.0,20518.0,87468.0,13724.0,6949.0,25
7,mindfulness,119,13388.0,19108.0,91211.0,20200.0,8703.0,25
7,mindfulness,120,63465.0,13760.0,145448.0,6678.0,2546.0,25
7,mindfulness,121,18822.0,39266.0,209147.0,10557.0,5501.0,25
7,mindfulness,122,309091.0,33280.0,125785.0,23381.0,3900.0,25
7,mindfulness,123,64235.0,46159.0,108868.0,18849.0,6763.0,25
7,mindfulness,124,9290.0,70851.0,65916.0,12466.0,8054.0,25
7,mindfulness,125,8949.0,29218.0,25123.0,7247.0,4750.0,25
7,mindfulness,126,43729.0,58262.0,60923.0,8447.0,9126.0,25
7,mindfulness,127,39585.0,59314.0,33806.0,13188.0,9234.0,25
7,mindfulness,128,48949.0,51010.0,115369.0,12558.0,9638.0,25
7,mindfulness,129,48089.0,75412.0,90837.0,13894.0,4946.0,25
7,mindfulness,130,22960.0,81233.0,164644.0,29747.0,9962.0,25
7,mindfulness,131,97950.0,64747.0,65061.0,16604.0,5663.0,25
7,mindfulness,132,629672.0,109595.0,89424.0,12772.0,7985.0,25
7,mindfulness,133,580472.0,30007.0,81586.0,19857.0,7186.0,25
7,mindfulness,134,285288.0,149117.0,110204.0,9097.0,7898.0,25
7,mindfulness,135,19170.0,28692.0,132903.0,17088.0,5928.0,25
7,mindfulness,136,146189.0,350822.0,168204.0,15793.0,2507.0,25
7,mindfulness,137,595654.0,55981.0,29842.0,18770.0,5805.0,25
7,mindfulness,138,116746.0,23931.0,19207.0,7444.0,957.0,25
7,mindfulness,139,1116328.0,110741.0,36580.0,14692.0,4334.0,25
7,mindfulness,140,227545.0,54773.0,117376.0,19532.0,7471.0,25
7,mindfulness,141,552938.0,99175.0,24523.0,11237.0,2042.0,25
7,mindfulness,142,364121.0,263756.0,219062.0,14095.0,22760.0,25
7,mindfulness,143,1059460.0,57461.0,157953.0,32130.0,19121.0,25
7,mindfulness,144,83675.0,122964.0,121450.0,14895.0,8942.0,25
7,mindfulness,145,213154.0,5908.0,67392.0,11741.0,8405.0,25
7,mindfulness,146,9105.0,21763.0,137779.0,17746.0,6804.0,25
7,mindfulness,147,28696.0,23840.0,102967.0,18348.0,4309.0,25
7,mindfulness,148,1092139.0,27462.0,69003.0,12509.0,7734.0,25
7,mindfulness,149,14759.0,20335.0,129162.0,24100.0,6613.0,25
7,mindfulness,150,10528.0,28944.0,72041.0,5630.0,10599.0,25
7,mindfulness,151,7843.0,20236.0,169520.0,4881.0,5677.0,25
7,mindfulness,152,16360.0,42209.0,46581.0,19572.0,9624.0,25
7,mindfulness,153,26814.0,84346.0,108140.0,15343.0,5230.0,25
7,mindfulness,154,36889.0,25314.0,112404.0,13427.0,9640.0,25
7,mindfulness,155,282408.0,72133.0,92634.0,26027.0,3799.0,25
7,mindfulness,156,49652.0,10098.0,30275.0,22702.0,3289.0,25
7,mindfulness,157,298958.0,62347.0,43664.0,24003.0,9136.0,25
7,mindfulness,158,43210.0,23983.0,166109.0,16718.0,4810.0,25
7,mindfulness,159,57507.0,16472.0,149923.0,10260.0,7780.0,25
7,mindfulness,160,62533.0,8696.0,43677.0,20968.0,5860.0,25
7,mindfulness,161,41782.0,26461.0,72423.0,12945.0,5643.0,25
7,mindfulness,162,40850.0,18530.0,95301.0,18965.0,7301.0,25
7,mindfulness,163,58578.0,13140.0,131516.0,7027.0,4295.0,25
7,mindfulness,164,389741.0,134777.0,237259.0,8263.0,5523.0,25
7,mindfulness,165,48706.0,49927.0,75130.0,6346.0,6284.0,25
7,mindfulness,166,9868.0,30029.0,21926.0,19562.0,5531.0,25
7,mindfulness,167,272748.0,79215.0,17973.0,17927.0,6714.0,25
7,mindfulness,168,23309.0,34418.0,147563.0,22149.0,9372.0,25
7,mindfulness,169,237645.0,38492.0,156361.0,11437.0,6862.0,25
7,mindfulness,170,14208.0,22428.0,105664.0,10696.0,2716.0,25
7,mindfulness,171,336645.0,98991.0,135431.0,14075.0,7386.0,25
7,mindfulness,172,7207.0,7242.0,89280.0,12028.0,3772.0,25
7,mindfulness,173,25763.0,16378.0,165103.0,23922.0,7583.0,25
7,mindfulness,174,581981.0,33274.0,76419.0,21096.0,9966.0,25
7,mindfulness,175,99851.0,52509.0,57123.0,19308.0,9764.0,25
7,mindfulness,176,2003441.0,292612.0,193520.0,36203.0,9377.0,25
7,mindfulness,177,19861.0,15642.0,246163.0,9314.0,5534.0,25
7,mindfulness,178,30675.0,29933.0,111901.0,33848.0,5111.0,25
7,mindfulness,179,7868.0,24782.0,177961.0,15005.0,4889.0,25
7,mindfulness,180,15571.0,29417.0,424151.0,19802.0,6546.0,25
7,mindfulness,181,42340.0,30506.0,116050.0,25055.0,7221.0,25
7,mindfulness,182,13345.0,28388.0,134900.0,22592.0,7767.0,25
7,mindfulness,183,44125.0,20374.0,82910.0,22628.0,6885.0,25
7,mindfulness,184,8365.0,35963.0,110991.0,17857.0,7097.0,25
7,mindfulness,185,24114.0,38938.0,103722.0,14719.0,8737.0,25
7,mindfulness,186,14165.0,20601.0,106364.0,17404.0,5551.0,25
7,mindfulness,187,20164.0,22598.0,213222.0,11492.0,7960.0,25
7,mindfulness,188,10589.0,14646.0,69162.0,7098.0,5214.0,25
7,mindfulness,189,37414.0,7063.0,76786.0,14529.0,8365.0,25
7,mindfulness,190,9033.0,29730.0,82150.0,15745.0,5539.0,25
7,mindfulness,191,21160.0,31509.0,46095.0,10444.0,7378.0,25
7,mindfulness,192,19900.0,16156.0,162393.0,12625.0,4494.0,25
7,mindfulness,193,16184.0,17419.0,126242.0,8721.0,4769.0,25
7,mindfulness,194,4233.0,47575.0,191011.0,15014.0,5660.0,25
7,mindfulness,195,38393.0,16846.0,27452.0,20287.0,7895.0,25
7,mindfulness,196,21972.0,47754.0,39678.0,17628.0,6730.0,25
7,mindfulness,197,16446.0,15988.0,52944.0,24869.0,5725.0,25
7,mindfulness,198,3180.0,11459.0,111088.0,15600.0,6057.0,25
7,mindfulness,199,13661.0,22793.0,81018.0,6355.0,5493.0,25
7,mindfulness,200,20880.0,6212.0,108408.0,13747.0,5455.0,25
7,mindfulness,201,26883.0,4283.0,55878.0,18119.0,3357.0,25
7,mindfulness,202,82336.0,17011.0,109801.0,11063.0,7743.0,25
7,mindfulness,203,21053.0,26614.0,111775.0,9033.0,6306.0,25
7,mindfulness,204,6389.0,44531.0,60555.0,32504.0,6019.0,25
7,mindfulness,205,182408.0,30494.0,92693.0,10935.0,7208.0,25
7,mindfulness,206,155653.0,49279.0,101956.0,18679.0,6321.0,25
7,mindfulness,207,74535.0,72292.0,136469.0,12490.0,8434.0,25
7,mindfulness,208,96494.0,131993.0,72895.0,21154.0,8003.0,25
7,mindfulness,209,234396.0,39573.0,34917.0,18868.0,6260.0,25
7,mindfulness,210,202004.0,90858.0,44703.0,14989.0,5958.0,25
7,mindfulness,211,56580.0,9655.0,118559.0,23054.0,7407.0,25
7,mindfulness,212,1305840.0,698255.0,106649.0,18704.0,28720.0,25
7,mindfulness,213,95155.0,46443.0,134837.0,32590.0,5813.0,25
7,mindfulness,214,93671.0,71312.0,51534.0,9235.0,9601.0,25
7,mindfulness,215,7232.0,34231.0,130411.0,20515.0,6050.0,25
7,mindfulness,216,10511.0,8979.0,168320.0,19245.0,4713.0,25
7,mindfulness,217,10410.0,25927.0,109508.0,18494.0,6827.0,25
7,mindfulness,218,19190.0,46570.0,75750.0,10661.0,6320.0,25
7,mindfulness,219,40666.0,52391.0,79944.0,15969.0,8561.0,25
7,mindfulness,220,4594.0,5823.0,97699.0,6987.0,6055.0,25
7,mindfulness,221,8445.0,20297.0,66465.0,22683.0,4387.0,25
7,mindfulness,222,11402.0,26904.0,171069.0,14311.0,6922.0,25
7,mindfulness,223,27210.0,15925.0,71369.0,8454.0,7295.0,25
7,mindfulness,224,7904.0,4822.0,66613.0,12672.0,6701.0,25
7,mindfulness,225,22266.0,7004.0,85077.0,20313.0,5257.0,25
7,mindfulness,226,29935.0,44878.0,93238.0,21629.0,4268.0,25
7,mindfulness,227,6082.0,25616.0,118703.0,20745.0,6236.0,25
7,mindfulness,228,25806.0,32025.0,99280.0,8730.0,7004.0,25
7,mindfulness,229,7145.0,60017.0,90682.0,9438.0,7994.0,25
7,mindfulness,230,24077.0,114322.0,68087.0,10444.0,4827.0,25
7,mindfulness,231,18330.0,30311.0,134297.0,15578.0,4477.0,25
7,mindfulness,232,26158.0,13397.0,97053.0,24070.0,4577.0,25
7,mindfulness,233,13220.0,18815.0,54079.0,12390.0,5068.0,25
7,mindfulness,234,34097.0,21651.0,168949.0,17974.0,6096.0,25
7,mindfulness,235,68499.0,47157.0,110772.0,7380.0,6314.0,25
7,mindfulness,236,24968.0,34661.0,91542.0,18878.0,2188.0,25
7,mindfulness,237,33153.0,16593.0,122762.0,12504.0,5128.0,25
7,mindfulness,238,84947.0,34310.0,103796.0,15496.0,5997.0,25
7,mindfulness,239,51974.0,21079.0,61901.0,7228.0,5752.0,25
7,mindfulness,240,34365.0,21654.0,184562.0,21204.0,10597.0,25
7,art,1,603474.0,183977.0,80331.0,42001.0,31202.0,39
7,art,2,777245.0,77767.0,31456.0,35184.0,13432.0,39
7,art,3,68420.0,23357.0,19566.0,18620.0,13193.0,39
7,art,4,8741.0,30879.0,30597.0,26814.0,12408.0,39
7,art,5,170479.0,11237.0,89446.0,21459.0,16358.0,39
7,art,6,48698.0,17580.0,18175.0,17351.0,10873.0,39
7,art,7,17851.0,11170.0,30659.0,13782.0,20283.0,39
7,art,8,27920.0,7349.0,17156.0,17313.0,15448.0,39
7,art,9,20016.0,22987.0,18473.0,6794.0,15003.0,39
7,art,10,26530.0,18520.0,26515.0,17874.0,11806.0,39
7,art,11,14791.0,14154.0,13628.0,6123.0,13859.0,39
7,art,12,1782.0,6933.0,17042.0,10600.0,16977.0,39
7,art,13,11569.0,8503.0,19612.0,9858.0,17122.0,39
7,art,14,8030.0,22875.0,29923.0,8751.0,16945.0,39
7,art,15,14208.0,12655.0,21852.0,9985.0,15809.0,39
7,art,16,24559.0,29225.0,10368.0,10312.0,14242.0,39
7,art,17,5917.0,35827.0,9623.0,5919.0,25633.0,39
7,art,18,9730.0,16872.0,24416.0,7140.0,16786.0,39
7,art,19,34921.0,8105.0,39891.0,19439.0,16634.0,39
7,art,20,17331.0,8742.0,30583.0,11713.0,18135.0,39
7,art,21,14866.0,4985.0,13603.0,14915.0,12567.0,39
7,art,22,28313.0,21196.0,31256.0,33060.0,16613.0,39
7,art,23,26787.0,104145.0,67081.0,16557.0,17000.0,39
7,art,24,25673.0,7286.0,36709.0,7140.0,14954.0,39
7,art,25,13449.0,29363.0,13766.0,14965.0,20149.0,39
7,art,26,8649.0,40625.0,5689.0,9091.0,19555.0,39
7,art,27,7954.0,15045.0,5860.0,21593.0,10718.0,39
7,art,28,15005.0,10432.0,9577.0,9427.0,15521.0,39
7,art,29,26723.0,19691.0,21310.0,33341.0,13845.0,39
7,art,30,11582.0,35698.0,15786.0,36721.0,13664.0,39
7,art,31,6897.0,17184.0,16285.0,8405.0,14145.0,39
7,art,32,28177.0,49224.0,46526.0,22433.0,21232.0,39
7,art,33,9780.0,8997.0,13606.0,11280.0,18002.0,39
7,art,34,1351.0,22645.0,10728.0,10278.0,19008.0,39
7,art,35,4585.0,19682.0,13869.0,13847.0,16843.0,39
7,art,36,4607.0,17769.0,53208.0,16670.0,16372.0,39
7,art,37,8902.0,8475.0,22287.0,11785.0,18619.0,39
7,art,38,11337.0,32156.0,14379.0,12248.0,14978.0,39
7,art,39,46610.0,10941.0,22611.0,24647.0,23786.0,39
7,art,40,38563.0,100616.0,9848.0,12997.0,15838.0,39
7,art,41,16948.0,64545.0,52069.0,13215.0,21107.0,39
7,art,42,17272.0,20073.0,9521.0,17051.0,20213.0,39
7,art,43,4495.0,43007.0,18474.0,14188.0,19592.0,39
7,art,44,32550.0,44265.0,63856.0,30899.0,20587.0,39
7,art,45,442595.0,142491.0,71687.0,35313.0,21064.0,39
7,art,46,335246.0,51988.0,9238.0,4760.0,3552.0,39
7,art,47,48308.0,50872.0,16464.0,20562.0,14060.0,39
7,art,48,20493.0,14448.0,17782.0,10099.0,13298.0,39
7,art,49,6696.0,28077.0,46247.0,24289.0,15715.0,39
7,art,50,21637.0,23071.0,35356.0,30996.0,17426.0,39
7,art,51,12647.0,109579.0,24757.0,11290.0,17827.0,39
7,art,52,7392.0,30472.0,8270.0,13429.0,16163.0,39
7,art,53,11586.0,145189.0,27504.0,16477.0,13818.0,39
7,art,54,22604.0,15612.0,18821.0,25810.0,13158.0,39
7,art,55,17588.0,23463.0,17174.0,18441.0,11201.0,39
7,art,56,1578.0,20459.0,27206.0,16166.0,22830.0,39
7,art,57,199196.0,41168.0,7811.0,3823.0,3967.0,39
7,art,58,7626.0,34591.0,63388.0,12345.0,20183.0,39
7,art,59,4109.0,11052.0,2457.0,8474.0,15683.0,39
7,art,60,8978.0,47407.0,32596.0,10034.0,14874.0,39
7,art,61,12220.0,5821.0,18989.0,11476.0,15002.0,39
7,art,62,8260.0,18414.0,20091.0,13957.0,11593.0,39
7,art,63,9304.0,17627.0,19967.0,12349.0,15870.0,39
7,art,64,3566.0,14104.0,23763.0,6614.0,16772.0,39
7,art,65,29641.0,51599.0,26327.0,12322.0,11304.0,39
7,art,66,10692.0,33357.0,19907.0,15663.0,19098.0,39
7,art,67,4846.0,80946.0,32976.0,12283.0,17106.0,39
7,art,68,5132.0,10750.0,19910.0,9198.0,13857.0,39
7,art,69,484110.0,82357.0,27796.0,22989.0,11747.0,39
7,art,70,45341.0,82844.0,30204.0,15225.0,14673.0,39
7,art,71,58878.0,29952.0,15535.0,18525.0,22974.0,39
7,art,72,40663.0,80606.0,23934.0,20823.0,11570.0,39
7,art,73,8484.0,137614.0,32961.0,12388.0,19066.0,39
7,art,74,11661.0,137387.0,12429.0,10840.0,12935.0,39
7,art,75,18318.0,105685.0,21341.0,12062.0,13164.0,39
7,art,76,35614.0,51044.0,36599.0,21423.0,22134.0,39
7,art,77,542660.0,45421.0,24515.0,8176.0,2025.0,39
