,id,condition,Delta,Theta,Alpha,Beta,Gamma,Sum,segment,start,end
1044,10,easy,-159077.8333333333,-51553.83333333334,-4617.700000000004,-7931.23333333333,-11922.733333333334,39.0,6.0,151.0,180.0
1045,10,flow,-101740.39999999995,-12258.333333333328,13886.366666666661,-1712.8999999999978,-7737.8,39.0,6.0,151.0,180.0
1046,10,free_recall,-188967.1333333333,-57291.166666666664,-5621.300000000003,-717.5333333333328,-12150.800000000001,38.0,6.0,151.0,180.0
1047,10,hard,-83053.1333333333,-13899.399999999994,10283.199999999997,-8711.133333333331,-9489.0,37.0,6.0,151.0,180.0
1049,10,mindfulness,-197435.4333333333,-64152.3,6154.699999999997,1777.6333333333314,-10781.166666666668,41.0,6.0,151.0,180.0
1050,11,art,14403.933333333334,8001.533333333329,-6624.733333333334,-18100.433333333334,-11025.766666666666,45.0,6.0,151.0,180.0
1051,11,easy,72226.53333333333,15468.566666666666,2725.2666666666664,-12137.666666666664,-6862.9,43.0,6.0,151.0,180.0
1052,11,flow,48758.13333333333,14969.8,2288.699999999997,-14338.8,-7049.4333333333325,43.0,6.0,151.0,180.0
1053,11,free_recall,49726.433333333334,2499.2666666666664,44023.566666666666,-14527.566666666666,-11231.733333333334,42.0,6.0,151.0,180.0
1054,11,hard,57670.63333333334,19642.433333333323,263.4333333333343,-15471.73333333333,-8102.966666666666,40.0,6.0,151.0,180.0
1056,11,mindfulness,26735.13333333333,6901.599999999995,43493.23333333332,-15609.066666666666,-9538.733333333334,45.0,6.0,151.0,180.0
1057,12,art,14990.166666666668,9550.233333333334,-54994.16666666667,1380.0333333333347,2640.4000000000005,43.0,6.0,151.0,180.0
1058,12,easy,108584.13333333333,50897.33333333333,-48054.03333333333,6035.366666666669,4414.7333333333345,30.0,6.0,151.0,180.0
1059,12,flow,79151.0,7560.099999999995,-53867.73333333334,1576.4333333333343,2954.833333333334,34.0,6.0,151.0,180.0
1060,12,free_recall,85625.33333333334,6564.766666666663,5897.46666666666,2355.7000000000007,1904.5666666666675,38.0,6.0,151.0,180.0
1061,12,hard,213049.8,38960.999999999985,-45388.200000000004,14569.666666666668,13923.166666666668,22.0,6.0,151.0,180.0
1063,12,mindfulness,241638.93333333335,65915.26666666666,7821.033333333326,14233.366666666669,9989.566666666666,38.0,6.0,151.0,180.0
1064,13,art,-102674.46666666662,21333.566666666673,13942.8,10496.666666666664,4144.4333333333325,45.0,6.0,151.0,180.0
1065,13,easy,-107838.83333333328,-5510.23333333333,6204.899999999998,1735.2333333333336,-1336.4666666666667,40.0,6.0,151.0,180.0
1066,13,flow,-37649.06666666659,40840.13333333334,17438.766666666666,6564.566666666666,-67.63333333333321,40.0,6.0,151.0,180.0
1067,13,free_recall,-62903.1333333333,47471.233333333315,19396.233333333334,8240.433333333334,2137.7333333333327,38.0,6.0,151.0,180.0
1068,13,hard,32396.06666666671,57141.1,29790.033333333336,10278.599999999999,1738.666666666666,37.0,6.0,151.0,180.0
1070,13,mindfulness,77537.0,62104.06666666669,13280.366666666665,5681.433333333334,1488.333333333333,41.0,6.0,151.0,180.0
1071,14,art,89587.46666666665,18866.833333333332,-25159.733333333334,17010.733333333337,10726.93333333333,42.0,6.0,151.0,180.0
1072,14,easy,93167.13333333333,66890.86666666667,-31358.333333333336,5853.4,3754.166666666667,40.0,6.0,151.0,180.0
1073,14,flow,91635.9,20219.06666666667,-25806.166666666668,5171.199999999999,2996.2,37.0,6.0,151.0,180.0
1074,14,free_recall,2205.9666666666653,3176.1333333333278,13283.099999999999,-423.8666666666668,-233.03333333333376,35.0,6.0,151.0,180.0
1075,14,hard,11614.266666666663,5434.899999999998,-40086.73333333334,-1346.3333333333321,1291.4666666666662,36.0,6.0,151.0,180.0
1077,14,mindfulness,12767.399999999994,4585.633333333328,10635.533333333333,298.33333333333394,2021.7666666666664,41.0,6.0,151.0,180.0
1078,15,art,33082.933333333334,12897.066666666662,-16249.599999999999,3986.333333333332,-1076.3999999999996,43.0,6.0,151.0,180.0
1079,15,easy,184289.09999999995,35603.76666666666,-14955.133333333331,12690.133333333331,6561.933333333336,37.0,6.0,151.0,180.0
1080,15,flow,103979.66666666667,55443.8,8906.666666666672,17882.966666666667,4592.4000000000015,35.0,6.0,151.0,180.0
1081,15,free_recall,11409.299999999997,10258.833333333332,2345.8333333333285,-3260.000000000002,-1605.166666666666,40.0,6.0,151.0,180.0
1082,15,hard,90124.43333333333,51952.0,-13583.333333333328,6763.666666666664,1387.9333333333361,32.0,6.0,151.0,180.0
1084,15,mindfulness,-6070.333333333334,-8171.5999999999985,-1856.699999999997,-2451.333333333334,-3411.1333333333323,45.0,6.0,151.0,180.0
1085,16,art,176684.4,41895.36666666666,13987.933333333342,13112.933333333332,6793.8,45.0,6.0,151.0,180.0
1086,16,easy,288716.1,133157.26666666666,26304.76666666667,12473.199999999999,3362.9333333333325,41.0,6.0,151.0,180.0
1087,16,flow,345271.1,148351.3,35084.1,21167.9,3524.8,45.0,6.0,151.0,180.0
1088,16,free_recall,105199.09999999998,48335.3,10582.433333333334,7321.666666666662,4364.899999999999,45.0,6.0,151.0,180.0
1089,16,hard,633399.6666666667,138664.13333333336,40511.6,26074.600000000006,16450.666666666668,35.0,6.0,151.0,180.0
1091,16,mindfulness,9367.333333333332,813.5,21896.733333333337,2735.366666666667,462.66666666666606,45.0,6.0,151.0,180.0
1092,17,art,-140046.3333333333,13305.400000000009,-9287.866666666669,5749.800000000003,13169.733333333332,45.0,6.0,151.0,180.0
1093,17,easy,-80401.73333333334,44169.16666666668,30432.433333333327,19053.96666666667,3831.8999999999996,37.0,6.0,151.0,180.0
1094,17,flow,-322313.4333333333,-1281.699999999997,-9168.566666666673,1178.6666666666679,1966.0,26.0,6.0,151.0,180.0
1095,17,free_recall,330417.9333333334,141513.06666666668,28523.76666666667,26971.900000000005,23824.333333333336,39.0,6.0,151.0,180.0
1096,17,hard,-227152.93333333332,10705.700000000004,-7857.9000000000015,-1772.1333333333314,6129.966666666669,36.0,6.0,151.0,180.0
1098,17,mindfulness,-275441.4666666666,1972.7000000000044,54156.1,-3012.399999999998,-968.0666666666666,45.0,6.0,151.0,180.0
1099,18,art,-292486.0333333333,-31609.366666666676,-8368.33333333334,-3094.966666666667,-3298.9333333333325,35.0,6.0,151.0,180.0
1100,18,easy,-62998.26666666669,-8549.100000000006,4118.299999999999,5031.799999999999,1004.7000000000007,36.0,6.0,151.0,180.0
1101,18,flow,-211576.7,-20761.93333333335,1281.0,17244.266666666666,9258.8,36.0,6.0,151.0,180.0
1102,18,free_recall,-243579.23333333334,-44669.933333333334,-6982.066666666669,-522.5666666666657,-1165.3666666666686,40.0,6.0,151.0,180.0
1103,18,hard,-197126.66666666663,-7077.200000000004,-1585.6666666666679,518.8999999999978,-776.2666666666664,36.0,6.0,151.0,180.0
1105,18,mindfulness,-296202.4666666667,-46660.600000000006,8769.7,5851.366666666665,-394.33333333333394,41.0,6.0,151.0,180.0
1106,19,art,73762.66666666667,35906.83333333333,-134681.4,8012.73333333333,4162.433333333334,42.0,6.0,151.0,180.0
1107,19,easy,278458.5,41708.0,-130123.26666666666,9156.366666666669,11243.199999999999,42.0,6.0,151.0,180.0
1108,19,flow,88758.06666666667,38208.5,-142026.53333333333,5636.166666666668,6719.399999999998,30.0,6.0,151.0,180.0
1109,19,free_recall,83750.36666666667,6116.399999999994,-83004.16666666666,1979.300000000001,2387.1,41.0,6.0,151.0,180.0
1110,19,hard,219740.43333333335,57056.86666666668,-136571.3,26267.399999999994,13177.333333333334,26.0,6.0,151.0,180.0
1112,19,mindfulness,123285.0,62462.933333333334,-55609.96666666666,12194.433333333334,9918.666666666666,45.0,6.0,151.0,180.0
1113,20,art,-682109.9666666668,-276119.6333333333,-46794.13333333334,-12884.066666666658,-42053.6,34.0,6.0,151.0,180.0
1114,20,easy,-600717.4,-234100.69999999998,-42470.500000000015,-1658.9666666666599,-45399.7,31.0,6.0,151.0,180.0
1115,20,flow,157085.53333333333,-22003.099999999977,-2789.7000000000116,11219.466666666674,7174.199999999997,29.0,6.0,151.0,180.0
1116,20,free_recall,-553609.5333333334,-239391.0,-41656.833333333336,2107.30000000001,-37005.7,33.0,6.0,151.0,180.0
1117,20,hard,-66766.3666666667,-85926.93333333332,35331.933333333334,26505.333333333343,-6903.966666666667,26.0,6.0,151.0,180.0
1119,20,mindfulness,-761664.1000000001,-277690.1333333333,-53626.8,2256.666666666679,-40444.26666666666,31.0,6.0,151.0,180.0
1120,21,art,284722.19999999995,66110.06666666667,25603.666666666668,65799.33333333333,26115.26666666667,41.0,6.0,151.0,180.0
1121,21,easy,43802.533333333326,14310.066666666673,3779.7000000000007,-2270.466666666667,164.09999999999945,36.0,6.0,151.0,180.0
1122,21,flow,60165.03333333333,29390.566666666673,1048.0,-2676.0666666666657,7426.966666666667,23.0,6.0,151.0,180.0
1123,21,free_recall,9996.866666666663,7032.0,3463.3666666666686,4728.733333333334,1938.8333333333321,31.0,6.0,151.0,180.0
1124,21,hard,154610.93333333335,32283.36666666667,6039.0,-941.0666666666657,2064.666666666666,19.0,6.0,151.0,180.0
1126,21,mindfulness,65317.53333333333,27129.466666666674,33059.83333333334,5362.966666666667,1347.666666666666,31.0,6.0,151.0,180.0
1127,22,art,-32358.599999999948,-20527.13333333333,-8054.233333333334,18891.06666666667,17457.13333333333,37.0,6.0,151.0,180.0
1128,22,easy,190035.50000000006,54167.099999999984,14772.133333333335,30052.3,24872.63333333333,41.0,6.0,151.0,180.0
1129,22,flow,-127093.96666666663,-4405.0,-8245.199999999997,4742.699999999997,6049.866666666667,40.0,6.0,151.0,180.0
1130,22,free_recall,30875.300000000017,-1864.199999999997,-5116.366666666665,5793.099999999995,4984.733333333332,28.0,6.0,151.0,180.0
1131,22,hard,-63662.5333333333,-15858.23333333333,-10221.966666666664,-442.3333333333321,4391.9,39.0,6.0,151.0,180.0
1133,22,mindfulness,142882.96666666673,27164.166666666664,11957.2,3315.2333333333336,2110.833333333334,41.0,6.0,151.0,180.0
1134,23,art,-451245.3333333334,-86965.19999999997,-30852.933333333327,-18578.300000000003,-6089.700000000001,40.0,6.0,151.0,180.0
1135,23,easy,-144510.6333333333,205308.50000000006,67547.53333333334,-38244.80000000001,42947.833333333336,36.0,6.0,151.0,180.0
1136,23,flow,93595.63333333342,-22037.833333333314,5691.833333333358,-47351.40000000001,24272.033333333333,34.0,6.0,151.0,180.0
1137,23,free_recall,-182165.16666666674,-6406.93333333332,-13435.366666666669,-25545.66666666667,-6847.266666666666,30.0,6.0,151.0,180.0
1138,23,hard,-132207.53333333333,59206.13333333336,11119.733333333352,-46405.90000000001,49749.8,22.0,6.0,151.0,180.0
1140,23,mindfulness,-212446.70000000007,-25463.36666666664,-22073.933333333327,-29083.600000000013,-4840.066666666666,35.0,6.0,151.0,180.0
1141,24,art,-10055.933333333334,1626.26666666667,-5522.899999999996,880.4333333333325,-388.7666666666664,36.0,6.0,151.0,180.0
1142,24,easy,75120.76666666666,24641.13333333333,2962.966666666671,16597.5,10780.533333333335,33.0,6.0,151.0,180.0
1143,24,flow,38149.26666666669,-4277.5999999999985,-24.133333333327755,1086.4666666666653,-680.8666666666668,31.0,6.0,151.0,180.0
1144,24,free_recall,103175.1,-7450.0999999999985,-5538.699999999997,-5061.400000000001,-3384.5666666666666,27.0,6.0,151.0,180.0
1145,24,hard,124576.26666666663,14285.333333333328,4822.800000000003,1050.4666666666653,-279.09999999999945,25.0,6.0,151.0,180.0
1147,24,mindfulness,182781.9,8768.933333333334,-6322.733333333328,-3521.7000000000007,-2573.7666666666664,34.0,6.0,151.0,180.0
1148,25,art,-341146.3,1566.666666666657,-598.0,4113.5333333333365,550.7333333333327,35.0,6.0,151.0,180.0
1149,25,easy,131702.1333333333,24989.09999999999,36494.96666666666,36058.1,10455.7,29.0,6.0,151.0,180.0
1150,25,flow,-21443.400000000023,32163.03333333331,815.6333333333241,21233.833333333336,17022.0,32.0,6.0,151.0,180.0
1151,25,free_recall,-251318.60000000003,-24407.666666666686,34464.8,33596.23333333334,5131.7666666666655,34.0,6.0,151.0,180.0
1152,25,hard,196024.99999999988,62174.73333333332,28095.433333333334,36332.16666666667,10893.099999999999,28.0,6.0,151.0,180.0
1154,25,mindfulness,-316882.0333333333,-36635.56666666668,18580.0,10150.366666666669,7771.8,35.0,6.0,151.0,180.0
1155,26,art,-141770.63333333333,-53122.76666666668,-19195.16666666667,-25839.03333333334,-14814.466666666665,31.0,6.0,151.0,180.0
1156,26,easy,-216165.29999999996,-59989.03333333335,-35134.86666666667,-22798.300000000003,-11705.433333333332,28.0,6.0,151.0,180.0
1157,26,flow,-210898.76666666663,-60851.10000000001,-31676.7,-26918.06666666667,-16006.166666666664,26.0,6.0,151.0,180.0
1158,26,free_recall,-102775.66666666663,-51336.76666666668,-9835.900000000001,-15284.100000000006,-5050.433333333334,31.0,6.0,151.0,180.0
1159,26,hard,-166841.86666666664,-18860.73333333335,-35309.03333333334,-21943.733333333337,-10207.333333333332,29.0,6.0,151.0,180.0
1161,26,mindfulness,-99357.63333333333,-41143.83333333335,47982.63333333334,-28919.533333333336,-18155.066666666666,24.0,6.0,151.0,180.0
1162,27,art,-191492.90000000002,-8663.033333333333,-5189.900000000009,-1372.7999999999956,5372.766666666665,45.0,6.0,151.0,180.0
1163,27,easy,-215121.56666666668,-18412.433333333334,-19649.96666666667,-5059.733333333328,1362.3999999999996,37.0,6.0,151.0,180.0
1164,27,flow,-167376.23333333337,-6825.566666666666,-11438.733333333337,-4470.066666666662,618.8999999999996,39.0,6.0,151.0,180.0
1165,27,free_recall,143294.8333333333,52197.099999999984,-9518.000000000007,-188.33333333332848,1690.2333333333336,43.0,6.0,151.0,180.0
1166,27,hard,-148265.6,-9723.699999999997,-13393.300000000003,-5710.666666666662,520.8000000000002,22.0,6.0,151.0,180.0
1168,27,mindfulness,-175819.46666666667,9335.000000000007,-11901.500000000007,-5849.266666666661,-1194.3666666666668,24.0,6.0,151.0,180.0
1169,28,art,-43898.59999999999,6750.900000000009,7010.566666666666,-15438.766666666666,-9424.999999999998,42.0,6.0,151.0,180.0
1170,28,easy,-31537.16666666667,12111.433333333342,14287.700000000004,-8996.7,-5135.4333333333325,32.0,6.0,151.0,180.0
1171,28,flow,158633.33333333334,24980.866666666676,5960.5,-16999.233333333337,-10434.866666666665,38.0,6.0,151.0,180.0
1172,28,free_recall,-135138.06666666665,-15599.233333333326,6939.766666666663,-25346.866666666665,-13374.899999999998,37.0,6.0,151.0,180.0
1173,28,hard,169868.4,26540.53333333334,4379.333333333336,-18872.766666666666,-10291.233333333332,39.0,6.0,151.0,180.0
1175,28,mindfulness,-94902.13333333333,-6701.366666666654,17324.066666666666,-20835.3,-10793.93333333333,36.0,6.0,151.0,180.0
1176,1,art,-134311.7,-63386.19999999998,-52501.5,-9547.7,153.0,43.0,7.0,181.0,210.0
1177,1,easy,-88714.23333333334,-52774.89999999999,-49128.466666666674,-14113.233333333334,105.76666666666642,38.0,7.0,181.0,210.0
1178,1,flow,-190469.76666666666,-67616.96666666665,-61085.8,-15998.166666666672,-2594.866666666667,36.0,7.0,181.0,210.0
1179,1,free_recall,-74617.0,-21658.39999999998,-21140.200000000004,-5885.966666666667,-1659.1999999999998,27.0,7.0,181.0,210.0
1180,1,hard,333530.20000000007,-9985.366666666654,-13534.933333333334,-1369.1333333333314,-1978.2666666666673,27.0,7.0,181.0,210.0
1182,1,mindfulness,24954.86666666667,-1223.833333333314,21555.933333333334,4092.6333333333314,-1906.1333333333332,36.0,7.0,181.0,210.0
1183,2,art,10460.76666666667,-12623.200000000012,7790.033333333329,3816.800000000001,3120.1333333333337,33.0,7.0,181.0,210.0
1184,2,easy,88601.9,4728.6666666666715,6401.633333333331,8086.866666666667,3459.9999999999995,40.0,7.0,181.0,210.0
1185,2,flow,62319.166666666686,17721.033333333326,9096.166666666668,9093.599999999997,4549.533333333333,36.0,7.0,181.0,210.0
1186,2,free_recall,-30634.6,-49344.53333333334,39563.53333333334,4181.466666666665,1063.9,37.0,7.0,181.0,210.0
1187,2,hard,237472.53333333333,97476.43333333332,21495.766666666666,12525.333333333334,4433.466666666667,37.0,7.0,181.0,210.0
1189,2,mindfulness,10868.23333333333,-32888.6,53640.899999999994,5444.199999999999,4340.066666666666,40.0,7.0,181.0,210.0
1190,3,art,66638.26666666666,28179.233333333337,10829.833333333336,3722.833333333332,4867.5,42.0,7.0,181.0,210.0
1191,3,easy,89788.83333333331,24002.300000000003,14454.133333333331,4041.6333333333314,6494.200000000001,33.0,7.0,181.0,210.0
1192,3,flow,70920.36666666665,45107.03333333334,16304.733333333334,14431.5,12344.133333333331,39.0,7.0,181.0,210.0
1193,3,free_recall,1775.9333333333325,670.0,784.8666666666686,-2897.666666666668,-207.0999999999999,39.0,7.0,181.0,210.0
1194,3,hard,116495.4,22484.86666666667,14332.600000000002,15554.600000000002,17260.666666666668,33.0,7.0,181.0,210.0
1196,3,mindfulness,34744.63333333333,22452.333333333336,24086.9,553.9000000000015,2113.4333333333334,36.0,7.0,181.0,210.0
1197,4,art,386307.5,133925.46666666667,8328.200000000012,12218.833333333332,-3694.4666666666662,41.0,7.0,181.0,210.0
1198,4,easy,-15728.733333333323,39494.399999999994,-17844.933333333327,45160.33333333333,-2649.5,35.0,7.0,181.0,210.0
1199,4,flow,36005.86666666668,16101.833333333336,-26410.49999999999,-906.6000000000022,-3722.7333333333327,37.0,7.0,181.0,210.0
1200,4,free_recall,-86876.69999999998,1895.0999999999913,-19658.69999999999,64.36666666666497,-5223.166666666666,42.0,7.0,181.0,210.0
1201,4,hard,-36190.033333333326,41642.26666666666,-18796.366666666654,-655.5333333333328,-5253.466666666666,34.0,7.0,181.0,210.0
1203,4,mindfulness,-61997.83333333333,-2386.23333333333,-2636.73333333333,-894.9333333333343,-1545.0666666666657,40.0,7.0,181.0,210.0
1204,5,art,15735.699999999999,756.1333333333332,804.1666666666679,6869.0,3668.8666666666663,41.0,7.0,181.0,210.0
1205,5,easy,131181.86666666667,41377.200000000004,11072.099999999999,6214.733333333334,1786.9,34.0,7.0,181.0,210.0
1206,5,flow,176450.76666666666,42381.16666666667,37464.933333333334,8072.533333333333,4185.200000000001,27.0,7.0,181.0,210.0
1207,5,free_recall,339142.2,77695.43333333333,35672.433333333334,14106.266666666666,6814.766666666666,28.0,7.0,181.0,210.0
1208,5,hard,25888.33333333333,13825.266666666665,-1907.5666666666657,2789.7666666666664,591.0999999999999,22.0,7.0,181.0,210.0
1210,5,mindfulness,-973.5000000000009,-1157.7000000000007,9959.799999999996,1638.1333333333332,-41.80000000000018,42.0,7.0,181.0,210.0
1211,6,art,-15036.366666666669,-3118.3666666666686,6292.866666666665,4835.366666666661,6854.733333333332,42.0,7.0,181.0,210.0
1212,6,easy,-7316.800000000003,-2130.466666666667,6167.5,2867.333333333332,547.0666666666675,39.0,7.0,181.0,210.0
1213,6,flow,511190.5,44839.133333333324,10473.766666666666,-3230.76666666667,1050.3999999999996,36.0,7.0,181.0,210.0
1214,6,free_recall,5197.133333333331,12090.899999999994,22556.233333333334,7487.23333333333,2082.666666666668,36.0,7.0,181.0,210.0
1215,6,hard,-71500.20000000001,-7545.466666666667,34832.96666666666,21297.966666666667,6570.200000000001,36.0,7.0,181.0,210.0
1217,6,mindfulness,-104528.93333333333,-25893.7,110.53333333333285,-2949.1333333333387,-2021.0333333333328,41.0,7.0,181.0,210.0
1218,7,art,10458.166666666672,-11769.533333333336,-73410.16666666667,-6548.066666666664,10833.333333333332,39.0,7.0,181.0,210.0
1219,7,easy,1109500.4333333333,478880.13333333336,214582.1666666667,118051.63333333333,99882.33333333334,28.0,7.0,181.0,210.0
1220,7,flow,696057.9,110423.9,-25305.800000000003,9064.699999999997,23388.766666666666,33.0,7.0,181.0,210.0
1221,7,free_recall,-5399.433333333327,-10359.300000000003,-74798.93333333333,2971.0333333333365,4125.566666666667,21.0,7.0,181.0,210.0
1222,7,hard,587119.9,131068.63333333333,-29360.0,16345.433333333334,30413.7,31.0,7.0,181.0,210.0
1224,7,mindfulness,2568.366666666676,-7210.300000000003,-367.2333333333372,-3874.366666666665,2366.833333333334,25.0,7.0,181.0,210.0
1225,8,art,-141306.96666666665,-7428.5,-55894.99999999999,-4592.199999999999,-4071.4333333333325,38.0,7.0,181.0,210.0
1226,8,easy,31415.966666666704,32393.600000000006,-58021.033333333326,2262.23333333333,-3776.1333333333323,37.0,7.0,181.0,210.0
1227,8,flow,242418.70000000004,76879.5,-50209.73333333334,-1524.7000000000007,-2823.2999999999993,39.0,7.0,181.0,210.0
1228,8,free_recall,-187576.96666666665,-30711.733333333337,-39794.899999999994,-5200.166666666664,-4468.533333333333,33.0,7.0,181.0,210.0
1229,8,hard,53085.93333333332,45114.06666666668,-31922.999999999993,-3889.1666666666642,-4288.466666666666,36.0,7.0,181.0,210.0
1231,8,mindfulness,-185720.8,-958.6999999999971,-25090.733333333323,-2222.7000000000007,-6158.133333333332,44.0,7.0,181.0,210.0
1232,9,art,264340.0333333333,17054.533333333326,-29064.033333333333,16089.533333333333,12786.266666666665,40.0,7.0,181.0,210.0
1233,9,easy,557574.8666666667,85930.93333333333,-18110.199999999997,26182.1,31764.666666666664,34.0,7.0,181.0,210.0
1234,9,flow,771250.0999999999,178029.36666666664,18110.13333333333,35438.86666666667,30062.73333333333,32.0,7.0,181.0,210.0
1235,9,free_recall,350979.8333333334,13842.666666666672,-11180.599999999999,9018.633333333331,19306.36666666667,43.0,7.0,181.0,210.0
1236,9,hard,383513.5333333333,24657.033333333326,-23932.566666666666,5030.666666666668,6462.699999999999,25.0,7.0,181.0,210.0
1238,9,mindfulness,41153.99999999997,-2167.699999999997,4757.800000000003,6899.199999999997,6637.9333333333325,43.0,7.0,181.0,210.0
1239,10,art,20858.5,44576.70000000001,11213.099999999999,-12399.933333333334,-8304.966666666667,36.0,7.0,181.0,210.0
1240,10,easy,-63871.73333333332,37198.56666666668,1215.800000000003,-18397.166666666664,-14409.233333333334,39.0,7.0,181.0,210.0
1241,10,flow,51993.80000000002,31860.93333333335,12538.866666666669,-10274.433333333334,-12162.866666666667,39.0,7.0,181.0,210.0
1242,10,free_recall,-66332.56666666665,37868.966666666674,35521.76666666667,7306.733333333337,-7447.300000000001,38.0,7.0,181.0,210.0
1243,10,hard,-86843.29999999999,4950.333333333343,8751.933333333334,-14883.066666666666,-12278.033333333333,37.0,7.0,181.0,210.0
1245,10,mindfulness,-122632.66666666666,-4198.19999999999,12634.133333333331,-7040.966666666667,-14109.400000000001,41.0,7.0,181.0,210.0
1246,11,art,9850.233333333335,11571.666666666666,-12144.099999999999,-8032.5999999999985,-7782.199999999999,45.0,7.0,181.0,210.0
1247,11,easy,70261.16666666666,15105.666666666666,-15535.233333333334,-7151.133333333331,-5767.066666666666,43.0,7.0,181.0,210.0
1248,11,flow,47405.13333333334,17330.933333333334,-11796.733333333334,-6532.366666666665,-4766.733333333332,43.0,7.0,181.0,210.0
1249,11,free_recall,5783.866666666667,6971.366666666663,11984.666666666672,-10006.033333333331,-9365.0,42.0,7.0,181.0,210.0
1250,11,hard,129560.7,23749.200000000004,-7307.266666666663,-4463.666666666664,-5661.833333333333,40.0,7.0,181.0,210.0
1252,11,mindfulness,19047.033333333333,16269.133333333333,20459.16666666667,-6540.166666666664,-7723.566666666666,45.0,7.0,181.0,210.0
1253,12,art,66923.06666666667,30079.36666666666,-54013.200000000004,3265.2666666666682,3400.2333333333336,43.0,7.0,181.0,210.0
1254,12,easy,279157.43333333335,78578.76666666665,-47553.833333333336,8595.199999999999,3001.0666666666666,30.0,7.0,181.0,210.0
1255,12,flow,14444.633333333335,4641.100000000002,-64697.5,2854.5666666666675,1818.9666666666662,34.0,7.0,181.0,210.0
1256,12,free_recall,114212.06666666665,17087.800000000003,3497.633333333317,7287.533333333335,1665.833333333333,38.0,7.0,181.0,210.0
1257,12,hard,82506.83333333334,10055.166666666664,-70299.26666666666,816.5666666666675,1408.8666666666668,22.0,7.0,181.0,210.0
1259,12,mindfulness,172324.73333333334,63694.03333333334,11172.06666666668,8810.199999999999,8318.366666666665,38.0,7.0,181.0,210.0
1260,13,art,-211094.73333333334,4552.533333333333,-9305.766666666666,-7237.366666666665,2230.4666666666662,45.0,7.0,181.0,210.0
1261,13,easy,-47502.56666666665,36952.633333333324,-11484.166666666664,-6108.533333333333,-471.03333333333285,40.0,7.0,181.0,210.0
1262,13,flow,-13195.0,41949.9,-4411.0999999999985,-5014.300000000003,-765.5333333333328,40.0,7.0,181.0,210.0
1263,13,free_recall,62564.6333333333,7789.866666666661,-20372.300000000003,-9097.533333333333,-835.4666666666662,38.0,7.0,181.0,210.0
1264,13,hard,-215081.33333333334,-3504.8333333333358,-18614.0,-10257.566666666666,-1534.166666666666,37.0,7.0,181.0,210.0
1266,13,mindfulness,-32069.733333333337,25133.833333333336,2073.6333333333314,-2471.533333333333,2380.000000000001,41.0,7.0,181.0,210.0
1267,14,art,31995.033333333336,20035.86666666667,-34214.5,13288.500000000002,9903.866666666665,42.0,7.0,181.0,210.0
1268,14,easy,14330.8,1905.3666666666686,-45447.0,-3798.5999999999985,-132.26666666666642,40.0,7.0,181.0,210.0
1269,14,flow,45996.933333333334,11057.06666666667,-42275.8,610.4666666666653,2274.8,37.0,7.0,181.0,210.0
1270,14,free_recall,70213.46666666667,11552.866666666669,10991.166666666664,3494.666666666666,-105.86666666666679,35.0,7.0,181.0,210.0
1271,14,hard,2833.7000000000007,3535.0,-42269.36666666667,-65.46666666666533,3149.3,36.0,7.0,181.0,210.0
1273,14,mindfulness,3174.2999999999993,4764.699999999997,2477.0,766.8666666666668,2385.366666666667,41.0,7.0,181.0,210.0
1274,15,art,54373.99999999999,12017.76666666667,-8957.666666666672,6042.566666666666,-389.3000000000011,43.0,7.0,181.0,210.0
1275,15,easy,130450.39999999997,81737.93333333333,-30624.2,9577.333333333332,3488.166666666668,37.0,7.0,181.0,210.0
1276,15,flow,60284.19999999999,105494.1,-6317.26666666667,8309.266666666666,1884.5999999999985,35.0,7.0,181.0,210.0
1277,15,free_recall,-55821.86666666667,-9147.266666666663,-4721.7333333333445,-1155.4333333333343,-2035.0333333333338,40.0,7.0,181.0,210.0
1278,15,hard,68250.03333333333,48537.0,-22938.566666666666,21106.233333333334,2875.199999999999,32.0,7.0,181.0,210.0
1280,15,mindfulness,-6967.1666666666715,7191.4000000000015,6538.466666666667,1090.0666666666657,1647.0,45.0,7.0,181.0,210.0
1281,16,art,243143.7,66774.33333333334,3824.733333333337,18096.56666666667,12460.933333333334,45.0,7.0,181.0,210.0
1282,16,easy,154020.86666666667,78290.0,4893.300000000003,10382.400000000001,1519.166666666666,41.0,7.0,181.0,210.0
1283,16,flow,177249.49999999997,90062.13333333333,1815.0666666666657,10829.56666666667,2600.366666666667,45.0,7.0,181.0,210.0
1284,16,free_recall,7884.099999999997,22132.833333333332,4639.433333333334,348.4333333333361,-618.0,45.0,7.0,181.0,210.0
1285,16,hard,838850.7666666667,167184.03333333333,63452.46666666665,46710.16666666667,29542.100000000002,35.0,7.0,181.0,210.0
1287,16,mindfulness,337.8666666666668,8566.133333333335,4531.833333333336,1543.5333333333347,95.46666666666624,45.0,7.0,181.0,210.0
1288,17,art,143748.13333333333,26672.933333333334,-2534.433333333338,3801.2000000000044,12759.566666666668,45.0,7.0,181.0,210.0
1289,17,easy,337964.2666666667,96993.79999999999,29870.666666666668,12397.800000000003,18657.466666666667,37.0,7.0,181.0,210.0
1290,17,flow,-72965.66666666667,3709.2999999999956,-3395.5666666666693,-2803.033333333329,1849.7333333333336,26.0,7.0,181.0,210.0
1291,17,free_recall,552408.6,91809.86666666667,24943.399999999998,19361.566666666673,32545.233333333337,39.0,7.0,181.0,210.0
